tanggal,komoditas,pasar,harga
2024-02-12,AYAM KAMPUNG,CISOKA,70000
2024-02-12,AYAM KAMPUNG,SEPATAN,80000
2024-02-12,BAWANG MERAH,CISOKA,30000
2024-02-12,BAWANG MERAH,SEPATAN,25000
2024-02-12,BAWANG PUTIH,CISOKA,35000
2024-02-12,BAWANG PUTIH,SEPATAN,35000
2024-02-12,BERAS IR 64 KW I,CISOKA,15500
2024-02-12,BERAS IR 64 KW I,SEPATAN,16000
2024-02-12,BERAS IR 64 KW II,CISOKA,13500
2024-02-12,BERAS IR 64 KW II,SEPATAN,15500
2024-02-12,BERAS SPHP,CISOKA,10800
2024-02-12,BERAS SPHP,SEPATAN,10800
2024-02-12,MINYAK GORENG CURAH,CISOKA,14000
2024-02-12,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-12,DAGING AYAM RAS,CISOKA,45000
2024-02-12,DAGING AYAM RAS,SEPATAN,45000
2024-02-12,DAGING SAPI MURNI,CISOKA,125000
2024-02-12,DAGING SAPI MURNI,SEPATAN,130000
2024-02-12,GULA PASIR LOKAL,CISOKA,17000
2024-02-12,GULA PASIR LOKAL,SEPATAN,17000
2024-02-12,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-12,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-12,CABE MERAH BESAR,CISOKA,50000
2024-02-12,CABE MERAH BESAR,SEPATAN,50000
2024-02-12,CABE MERAH KERITING,CISOKA,70000
2024-02-12,CABE MERAH KERITING,SEPATAN,65000
2024-02-12,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-12,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-12,CABE RAWIT HIJAU,CISOKA,45000
2024-02-12,CABE RAWIT HIJAU,SEPATAN,30000
2024-02-12,CABE RAWIT MERAH,CISOKA,55000
2024-02-12,CABE RAWIT MERAH,SEPATAN,50000
2024-02-12,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-12,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-12,TELUR AYAM BOILLER,CISOKA,27000
2024-02-12,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-12,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-12,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-13,AYAM KAMPUNG,CISOKA,70000
2024-02-13,AYAM KAMPUNG,SEPATAN,80000
2024-02-13,BAWANG MERAH,CISOKA,30000
2024-02-13,BAWANG MERAH,SEPATAN,25000
2024-02-13,BAWANG PUTIH,CISOKA,35000
2024-02-13,BAWANG PUTIH,SEPATAN,35000
2024-02-13,BERAS IR 64 KW I,CISOKA,15500
2024-02-13,BERAS IR 64 KW I,SEPATAN,16000
2024-02-13,BERAS IR 64 KW II,CISOKA,13500
2024-02-13,BERAS IR 64 KW II,SEPATAN,15500
2024-02-13,BERAS SPHP,CISOKA,10800
2024-02-13,BERAS SPHP,SEPATAN,10800
2024-02-13,MINYAK GORENG CURAH,CISOKA,14000
2024-02-13,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-13,DAGING AYAM RAS,CISOKA,45000
2024-02-13,DAGING AYAM RAS,SEPATAN,45000
2024-02-13,DAGING SAPI MURNI,CISOKA,125000
2024-02-13,DAGING SAPI MURNI,SEPATAN,130000
2024-02-13,GULA PASIR LOKAL,CISOKA,17000
2024-02-13,GULA PASIR LOKAL,SEPATAN,17000
2024-02-13,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-13,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-13,CABE MERAH BESAR,CISOKA,50000
2024-02-13,CABE MERAH BESAR,SEPATAN,50000
2024-02-13,CABE MERAH KERITING,CISOKA,70000
2024-02-13,CABE MERAH KERITING,SEPATAN,65000
2024-02-13,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-13,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-13,CABE RAWIT HIJAU,CISOKA,45000
2024-02-13,CABE RAWIT HIJAU,SEPATAN,30000
2024-02-13,CABE RAWIT MERAH,CISOKA,55000
2024-02-13,CABE RAWIT MERAH,SEPATAN,50000
2024-02-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-13,TELUR AYAM BOILLER,CISOKA,27000
2024-02-13,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-13,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-13,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-15,AYAM KAMPUNG,CISOKA,70000
2024-02-15,AYAM KAMPUNG,SEPATAN,80000
2024-02-15,BAWANG MERAH,CISOKA,30000
2024-02-15,BAWANG MERAH,SEPATAN,28000
2024-02-15,BAWANG PUTIH,CISOKA,35000
2024-02-15,BAWANG PUTIH,SEPATAN,35000
2024-02-15,BERAS IR 64 KW I,CISOKA,15500
2024-02-15,BERAS IR 64 KW I,SEPATAN,16500
2024-02-15,BERAS IR 64 KW II,CISOKA,13500
2024-02-15,BERAS IR 64 KW II,SEPATAN,16000
2024-02-15,BERAS SPHP,CISOKA,10800
2024-02-15,BERAS SPHP,SEPATAN,10800
2024-02-15,MINYAK GORENG CURAH,CISOKA,14000
2024-02-15,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-15,DAGING AYAM RAS,CISOKA,45000
2024-02-15,DAGING AYAM RAS,SEPATAN,45000
2024-02-15,DAGING SAPI MURNI,CISOKA,125000
2024-02-15,DAGING SAPI MURNI,SEPATAN,130000
2024-02-15,GULA PASIR LOKAL,CISOKA,17000
2024-02-15,GULA PASIR LOKAL,SEPATAN,17000
2024-02-15,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-15,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-15,CABE MERAH BESAR,CISOKA,50000
2024-02-15,CABE MERAH BESAR,SEPATAN,50000
2024-02-15,CABE MERAH KERITING,CISOKA,70000
2024-02-15,CABE MERAH KERITING,SEPATAN,60000
2024-02-15,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-15,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-15,CABE RAWIT HIJAU,CISOKA,45000
2024-02-15,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-15,CABE RAWIT MERAH,CISOKA,60000
2024-02-15,CABE RAWIT MERAH,SEPATAN,50000
2024-02-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-15,TELUR AYAM BOILLER,CISOKA,27000
2024-02-15,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-15,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-15,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-16,AYAM KAMPUNG,CISOKA,70000
2024-02-16,AYAM KAMPUNG,SEPATAN,80000
2024-02-16,BAWANG MERAH,CISOKA,30000
2024-02-16,BAWANG MERAH,SEPATAN,28000
2024-02-16,BAWANG PUTIH,CISOKA,35000
2024-02-16,BAWANG PUTIH,SEPATAN,35000
2024-02-16,BERAS IR 64 KW I,CISOKA,15500
2024-02-16,BERAS IR 64 KW I,SEPATAN,16500
2024-02-16,BERAS IR 64 KW II,CISOKA,13500
2024-02-16,BERAS IR 64 KW II,SEPATAN,16000
2024-02-16,BERAS SPHP,CISOKA,10800
2024-02-16,BERAS SPHP,SEPATAN,10800
2024-02-16,MINYAK GORENG CURAH,CISOKA,14000
2024-02-16,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-16,DAGING AYAM RAS,CISOKA,45000
2024-02-16,DAGING AYAM RAS,SEPATAN,45000
2024-02-16,DAGING SAPI MURNI,CISOKA,125000
2024-02-16,DAGING SAPI MURNI,SEPATAN,130000
2024-02-16,GULA PASIR LOKAL,CISOKA,17000
2024-02-16,GULA PASIR LOKAL,SEPATAN,17000
2024-02-16,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-16,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-16,CABE MERAH BESAR,CISOKA,50000
2024-02-16,CABE MERAH BESAR,SEPATAN,50000
2024-02-16,CABE MERAH KERITING,CISOKA,70000
2024-02-16,CABE MERAH KERITING,SEPATAN,60000
2024-02-16,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-16,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-16,CABE RAWIT HIJAU,CISOKA,45000
2024-02-16,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-16,CABE RAWIT MERAH,CISOKA,60000
2024-02-16,CABE RAWIT MERAH,SEPATAN,50000
2024-02-16,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-16,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-16,TELUR AYAM BOILLER,CISOKA,27000
2024-02-16,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-16,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-16,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-17,AYAM KAMPUNG,CISOKA,70000
2024-02-17,AYAM KAMPUNG,SEPATAN,80000
2024-02-17,BAWANG MERAH,CISOKA,30000
2024-02-17,BAWANG MERAH,SEPATAN,28000
2024-02-17,BAWANG PUTIH,CISOKA,35000
2024-02-17,BAWANG PUTIH,SEPATAN,35000
2024-02-17,BERAS IR 64 KW I,CISOKA,15500
2024-02-17,BERAS IR 64 KW I,SEPATAN,16500
2024-02-17,BERAS IR 64 KW II,CISOKA,13500
2024-02-17,BERAS IR 64 KW II,SEPATAN,16000
2024-02-17,BERAS SPHP,CISOKA,10800
2024-02-17,BERAS SPHP,SEPATAN,10800
2024-02-17,MINYAK GORENG CURAH,CISOKA,14000
2024-02-17,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-17,DAGING AYAM RAS,CISOKA,45000
2024-02-17,DAGING AYAM RAS,SEPATAN,45000
2024-02-17,DAGING SAPI MURNI,CISOKA,125000
2024-02-17,DAGING SAPI MURNI,SEPATAN,130000
2024-02-17,GULA PASIR LOKAL,CISOKA,17000
2024-02-17,GULA PASIR LOKAL,SEPATAN,17000
2024-02-17,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-17,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-17,CABE MERAH BESAR,CISOKA,50000
2024-02-17,CABE MERAH BESAR,SEPATAN,50000
2024-02-17,CABE MERAH KERITING,CISOKA,70000
2024-02-17,CABE MERAH KERITING,SEPATAN,60000
2024-02-17,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-17,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-17,CABE RAWIT HIJAU,CISOKA,45000
2024-02-17,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-17,CABE RAWIT MERAH,CISOKA,60000
2024-02-17,CABE RAWIT MERAH,SEPATAN,50000
2024-02-17,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-17,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-17,TELUR AYAM BOILLER,CISOKA,27000
2024-02-17,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-17,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-17,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-19,AYAM KAMPUNG,CISOKA,70000
2024-02-19,AYAM KAMPUNG,SEPATAN,80000
2024-02-19,BAWANG MERAH,CISOKA,30000
2024-02-19,BAWANG MERAH,SEPATAN,28000
2024-02-19,BAWANG PUTIH,CISOKA,35000
2024-02-19,BAWANG PUTIH,SEPATAN,35000
2024-02-19,BERAS IR 64 KW I,CISOKA,16500
2024-02-19,BERAS IR 64 KW I,SEPATAN,16500
2024-02-19,BERAS IR 64 KW II,CISOKA,16000
2024-02-19,BERAS IR 64 KW II,SEPATAN,16000
2024-02-19,BERAS SPHP,CISOKA,10800
2024-02-19,BERAS SPHP,SEPATAN,10800
2024-02-19,MINYAK GORENG CURAH,CISOKA,15000
2024-02-19,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-19,DAGING AYAM RAS,CISOKA,45000
2024-02-19,DAGING AYAM RAS,SEPATAN,45000
2024-02-19,DAGING SAPI MURNI,CISOKA,120000
2024-02-19,DAGING SAPI MURNI,SEPATAN,130000
2024-02-19,GULA PASIR LOKAL,CISOKA,18000
2024-02-19,GULA PASIR LOKAL,SEPATAN,17000
2024-02-19,MINYAK GORENG KEMASAN,CISOKA,18000
2024-02-19,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-19,CABE MERAH BESAR,CISOKA,70000
2024-02-19,CABE MERAH BESAR,SEPATAN,60000
2024-02-19,CABE MERAH KERITING,CISOKA,80000
2024-02-19,CABE MERAH KERITING,SEPATAN,70000
2024-02-19,MINYAK GORENG MINYAK KITA,CISOKA,14500
2024-02-19,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-19,CABE RAWIT HIJAU,CISOKA,55000
2024-02-19,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-19,CABE RAWIT MERAH,CISOKA,60000
2024-02-19,CABE RAWIT MERAH,SEPATAN,70000
2024-02-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-19,TELUR AYAM BOILLER,CISOKA,27000
2024-02-19,TELUR AYAM BOILLER,SEPATAN,27000
2024-02-19,TELUR AYAM KAMPUNG,CISOKA,2500
2024-02-19,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-20,AYAM KAMPUNG,CISOKA,80000
2024-02-20,AYAM KAMPUNG,SEPATAN,80000
2024-02-20,BAWANG MERAH,CISOKA,25000
2024-02-20,BAWANG MERAH,SEPATAN,28000
2024-02-20,BAWANG PUTIH,CISOKA,35000
2024-02-20,BAWANG PUTIH,SEPATAN,35000
2024-02-20,BERAS IR 64 KW I,CISOKA,16500
2024-02-20,BERAS IR 64 KW I,SEPATAN,16500
2024-02-20,BERAS IR 64 KW II,CISOKA,16000
2024-02-20,BERAS IR 64 KW II,SEPATAN,16000
2024-02-20,BERAS SPHP,CISOKA,10800
2024-02-20,BERAS SPHP,SEPATAN,10800
2024-02-20,MINYAK GORENG CURAH,CISOKA,15500
2024-02-20,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-20,DAGING AYAM RAS,CISOKA,45000
2024-02-20,DAGING AYAM RAS,SEPATAN,45000
2024-02-20,DAGING SAPI MURNI,CISOKA,120000
2024-02-20,DAGING SAPI MURNI,SEPATAN,130000
2024-02-20,GULA PASIR LOKAL,CISOKA,18000
2024-02-20,GULA PASIR LOKAL,SEPATAN,17000
2024-02-20,MINYAK GORENG KEMASAN,CISOKA,18000
2024-02-20,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-20,CABE MERAH BESAR,CISOKA,80000
2024-02-20,CABE MERAH BESAR,SEPATAN,70000
2024-02-20,CABE MERAH KERITING,CISOKA,70000
2024-02-20,CABE MERAH KERITING,SEPATAN,90000
2024-02-20,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-20,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-20,CABE RAWIT HIJAU,CISOKA,55000
2024-02-20,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-20,CABE RAWIT MERAH,CISOKA,80000
2024-02-20,CABE RAWIT MERAH,SEPATAN,80000
2024-02-20,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-20,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-20,TELUR AYAM BOILLER,CISOKA,28000
2024-02-20,TELUR AYAM BOILLER,SEPATAN,29000
2024-02-20,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-20,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-21,AYAM KAMPUNG,CISOKA,80000
2024-02-21,AYAM KAMPUNG,SEPATAN,80000
2024-02-21,BAWANG MERAH,CISOKA,25000
2024-02-21,BAWANG MERAH,SEPATAN,28000
2024-02-21,BAWANG PUTIH,CISOKA,38000
2024-02-21,BAWANG PUTIH,SEPATAN,35000
2024-02-21,BERAS IR 64 KW I,CISOKA,16500
2024-02-21,BERAS IR 64 KW I,SEPATAN,16500
2024-02-21,BERAS IR 64 KW II,CISOKA,16000
2024-02-21,BERAS IR 64 KW II,SEPATAN,16000
2024-02-21,BERAS SPHP,CISOKA,10800
2024-02-21,BERAS SPHP,SEPATAN,10800
2024-02-21,MINYAK GORENG CURAH,CISOKA,15500
2024-02-21,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-21,DAGING AYAM RAS,CISOKA,45000
2024-02-21,DAGING AYAM RAS,SEPATAN,45000
2024-02-21,DAGING SAPI MURNI,CISOKA,120000
2024-02-21,DAGING SAPI MURNI,SEPATAN,130000
2024-02-21,GULA PASIR LOKAL,CISOKA,18000
2024-02-21,GULA PASIR LOKAL,SEPATAN,17000
2024-02-21,MINYAK GORENG KEMASAN,CISOKA,18000
2024-02-21,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-21,CABE MERAH BESAR,CISOKA,80000
2024-02-21,CABE MERAH BESAR,SEPATAN,70000
2024-02-21,CABE MERAH KERITING,CISOKA,75000
2024-02-21,CABE MERAH KERITING,SEPATAN,90000
2024-02-21,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-21,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-21,CABE RAWIT HIJAU,CISOKA,30000
2024-02-21,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-21,CABE RAWIT MERAH,CISOKA,70000
2024-02-21,CABE RAWIT MERAH,SEPATAN,80000
2024-02-21,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-21,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-21,TELUR AYAM BOILLER,CISOKA,28000
2024-02-21,TELUR AYAM BOILLER,SEPATAN,29000
2024-02-21,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-21,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-22,AYAM KAMPUNG,CISOKA,80000
2024-02-22,AYAM KAMPUNG,SEPATAN,80000
2024-02-22,BAWANG MERAH,CISOKA,25000
2024-02-22,BAWANG MERAH,SEPATAN,28000
2024-02-22,BAWANG PUTIH,CISOKA,38000
2024-02-22,BAWANG PUTIH,SEPATAN,35000
2024-02-22,BERAS IR 64 KW I,CISOKA,16500
2024-02-22,BERAS IR 64 KW I,SEPATAN,16500
2024-02-22,BERAS IR 64 KW II,CISOKA,16000
2024-02-22,BERAS IR 64 KW II,SEPATAN,16000
2024-02-22,BERAS SPHP,CISOKA,10800
2024-02-22,BERAS SPHP,SEPATAN,10800
2024-02-22,MINYAK GORENG CURAH,CISOKA,15500
2024-02-22,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-22,DAGING AYAM RAS,CISOKA,45000
2024-02-22,DAGING AYAM RAS,SEPATAN,45000
2024-02-22,DAGING SAPI MURNI,CISOKA,120000
2024-02-22,DAGING SAPI MURNI,SEPATAN,130000
2024-02-22,GULA PASIR LOKAL,CISOKA,18000
2024-02-22,GULA PASIR LOKAL,SEPATAN,17000
2024-02-22,MINYAK GORENG KEMASAN,CISOKA,18000
2024-02-22,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-22,CABE MERAH BESAR,CISOKA,80000
2024-02-22,CABE MERAH BESAR,SEPATAN,70000
2024-02-22,CABE MERAH KERITING,CISOKA,75000
2024-02-22,CABE MERAH KERITING,SEPATAN,70000
2024-02-22,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-22,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-22,CABE RAWIT HIJAU,CISOKA,30000
2024-02-22,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-22,CABE RAWIT MERAH,CISOKA,70000
2024-02-22,CABE RAWIT MERAH,SEPATAN,80000
2024-02-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-22,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-22,TELUR AYAM BOILLER,CISOKA,28000
2024-02-22,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-22,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-22,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-23,AYAM KAMPUNG,CISOKA,80000
2024-02-23,AYAM KAMPUNG,SEPATAN,80000
2024-02-23,BAWANG MERAH,CISOKA,25000
2024-02-23,BAWANG MERAH,SEPATAN,28000
2024-02-23,BAWANG PUTIH,CISOKA,38000
2024-02-23,BAWANG PUTIH,SEPATAN,35000
2024-02-23,BERAS IR 64 KW I,CISOKA,16500
2024-02-23,BERAS IR 64 KW I,SEPATAN,16500
2024-02-23,BERAS IR 64 KW II,CISOKA,16000
2024-02-23,BERAS IR 64 KW II,SEPATAN,16000
2024-02-23,BERAS SPHP,CISOKA,10800
2024-02-23,BERAS SPHP,SEPATAN,10800
2024-02-23,MINYAK GORENG CURAH,CISOKA,15500
2024-02-23,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-23,DAGING AYAM RAS,CISOKA,45000
2024-02-23,DAGING AYAM RAS,SEPATAN,45000
2024-02-23,DAGING SAPI MURNI,CISOKA,120000
2024-02-23,DAGING SAPI MURNI,SEPATAN,130000
2024-02-23,GULA PASIR LOKAL,CISOKA,18000
2024-02-23,GULA PASIR LOKAL,SEPATAN,17000
2024-02-23,MINYAK GORENG KEMASAN,CISOKA,18000
2024-02-23,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-23,CABE MERAH BESAR,CISOKA,80000
2024-02-23,CABE MERAH BESAR,SEPATAN,70000
2024-02-23,CABE MERAH KERITING,CISOKA,75000
2024-02-23,CABE MERAH KERITING,SEPATAN,70000
2024-02-23,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-23,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-23,CABE RAWIT HIJAU,CISOKA,30000
2024-02-23,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-23,CABE RAWIT MERAH,CISOKA,70000
2024-02-23,CABE RAWIT MERAH,SEPATAN,80000
2024-02-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-23,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-23,TELUR AYAM BOILLER,CISOKA,28000
2024-02-23,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-23,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-23,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-26,AYAM KAMPUNG,CISOKA,80000
2024-02-26,AYAM KAMPUNG,SEPATAN,80000
2024-02-26,BAWANG MERAH,CISOKA,30000
2024-02-26,BAWANG MERAH,SEPATAN,28000
2024-02-26,BAWANG PUTIH,CISOKA,35000
2024-02-26,BAWANG PUTIH,SEPATAN,35000
2024-02-26,BERAS IR 64 KW I,CISOKA,15500
2024-02-26,BERAS IR 64 KW I,SEPATAN,16500
2024-02-26,BERAS IR 64 KW II,CISOKA,13500
2024-02-26,BERAS IR 64 KW II,SEPATAN,16000
2024-02-26,BERAS SPHP,CISOKA,10800
2024-02-26,BERAS SPHP,SEPATAN,10800
2024-02-26,MINYAK GORENG CURAH,CISOKA,14000
2024-02-26,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-26,DAGING AYAM RAS,CISOKA,45000
2024-02-26,DAGING AYAM RAS,SEPATAN,45000
2024-02-26,DAGING SAPI MURNI,CISOKA,125000
2024-02-26,DAGING SAPI MURNI,SEPATAN,130000
2024-02-26,GULA PASIR LOKAL,CISOKA,18000
2024-02-26,GULA PASIR LOKAL,SEPATAN,17000
2024-02-26,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-26,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-26,CABE MERAH BESAR,CISOKA,80000
2024-02-26,CABE MERAH BESAR,SEPATAN,70000
2024-02-26,CABE MERAH KERITING,CISOKA,90000
2024-02-26,CABE MERAH KERITING,SEPATAN,70000
2024-02-26,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-26,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-26,CABE RAWIT HIJAU,CISOKA,40000
2024-02-26,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-26,CABE RAWIT MERAH,CISOKA,90000
2024-02-26,CABE RAWIT MERAH,SEPATAN,80000
2024-02-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-26,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-26,TELUR AYAM BOILLER,CISOKA,28000
2024-02-26,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-26,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-26,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-27,AYAM KAMPUNG,CISOKA,80000
2024-02-27,AYAM KAMPUNG,SEPATAN,80000
2024-02-27,BAWANG MERAH,CISOKA,30000
2024-02-27,BAWANG MERAH,SEPATAN,28000
2024-02-27,BAWANG PUTIH,CISOKA,40000
2024-02-27,BAWANG PUTIH,SEPATAN,35000
2024-02-27,BERAS IR 64 KW I,CISOKA,15500
2024-02-27,BERAS IR 64 KW I,SEPATAN,16500
2024-02-27,BERAS IR 64 KW II,CISOKA,13500
2024-02-27,BERAS IR 64 KW II,SEPATAN,16000
2024-02-27,BERAS SPHP,CISOKA,10800
2024-02-27,BERAS SPHP,SEPATAN,10800
2024-02-27,MINYAK GORENG CURAH,CISOKA,14000
2024-02-27,MINYAK GORENG CURAH,SEPATAN,14000
2024-02-27,DAGING AYAM RAS,CISOKA,45000
2024-02-27,DAGING AYAM RAS,SEPATAN,45000
2024-02-27,DAGING SAPI MURNI,CISOKA,125000
2024-02-27,DAGING SAPI MURNI,SEPATAN,130000
2024-02-27,GULA PASIR LOKAL,CISOKA,18000
2024-02-27,GULA PASIR LOKAL,SEPATAN,17000
2024-02-27,MINYAK GORENG KEMASAN,CISOKA,17000
2024-02-27,MINYAK GORENG KEMASAN,SEPATAN,17000
2024-02-27,CABE MERAH BESAR,CISOKA,80000
2024-02-27,CABE MERAH BESAR,SEPATAN,70000
2024-02-27,CABE MERAH KERITING,CISOKA,60000
2024-02-27,CABE MERAH KERITING,SEPATAN,70000
2024-02-27,MINYAK GORENG MINYAK KITA,CISOKA,16000
2024-02-27,MINYAK GORENG MINYAK KITA,SEPATAN,14500
2024-02-27,CABE RAWIT HIJAU,CISOKA,40000
2024-02-27,CABE RAWIT HIJAU,SEPATAN,40000
2024-02-27,CABE RAWIT MERAH,CISOKA,50000
2024-02-27,CABE RAWIT MERAH,SEPATAN,80000
2024-02-27,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-02-27,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-02-27,TELUR AYAM BOILLER,CISOKA,28000
2024-02-27,TELUR AYAM BOILLER,SEPATAN,28000
2024-02-27,TELUR AYAM KAMPUNG,CISOKA,3000
2024-02-27,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-02-28,AYAM KAMPUNG,CISOKA,80000
2024-02-28,AYAM KAMPUNG,SEPATAN,80000
2024-02-28,BAWANG MERAH,CISOKA,30000
2024-02-28,BAWANG MERAH,SEPATAN,28000
2024-02-28,BAWANG PUTIH,CISOKA,40000
2024-02-28,BAWANG PUTIH,SEPATAN,35000
