tanggal,komoditas,pasar,harga
2024-08-06,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-06,CABE RAWIT HIJAU,CISOKA,38000
2024-08-06,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-06,CABE RAWIT MERAH,CISOKA,65000
2024-08-06,CABE RAWIT MERAH,SEPATAN,60000
2024-08-06,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-06,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-06,TELUR AYAM BOILLER,CISOKA,28000
2024-08-06,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-06,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-06,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-07,AYAM KAMPUNG,CISOKA,66000
2024-08-07,AYAM KAMPUNG,SEPATAN,70000
2024-08-07,BAWANG MERAH,CISOKA,22000
2024-08-07,BAWANG MERAH,SEPATAN,22000
2024-08-07,BAWANG PUTIH,CISOKA,36000
2024-08-07,BAWANG PUTIH,SEPATAN,35000
2024-08-07,BERAS IR 64 KW I,CISOKA,14000
2024-08-07,BERAS IR 64 KW I,SEPATAN,13500
2024-08-07,BERAS IR 64 KW II,CISOKA,13000
2024-08-07,BERAS IR 64 KW II,SEPATAN,12500
2024-08-07,BERAS SPHP,CISOKA,12500
2024-08-07,BERAS SPHP,SEPATAN,12500
2024-08-07,MINYAK GORENG CURAH,CISOKA,15000
2024-08-07,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-07,DAGING AYAM (FILLET),CISOKA,40000
2024-08-07,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-07,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-07,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-07,DAGING SAPI MURNI,CISOKA,120000
2024-08-07,DAGING SAPI MURNI,SEPATAN,120000
2024-08-07,GULA PASIR LOKAL,CISOKA,18000
2024-08-07,GULA PASIR LOKAL,SEPATAN,18000
2024-08-07,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-07,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-07,CABE MERAH BESAR,CISOKA,41000
2024-08-07,CABE MERAH BESAR,SEPATAN,40000
2024-08-07,CABE MERAH KERITING,CISOKA,45000
2024-08-07,CABE MERAH KERITING,SEPATAN,43000
2024-08-07,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-07,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-07,CABE RAWIT HIJAU,CISOKA,38000
2024-08-07,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-07,CABE RAWIT MERAH,CISOKA,65000
2024-08-07,CABE RAWIT MERAH,SEPATAN,65000
2024-08-07,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-07,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-07,TELUR AYAM BOILLER,CISOKA,28000
2024-08-07,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-07,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-07,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-08,AYAM KAMPUNG,CISOKA,66000
2024-08-08,AYAM KAMPUNG,SEPATAN,70000
2024-08-08,BAWANG MERAH,CISOKA,22000
2024-08-08,BAWANG MERAH,SEPATAN,22000
2024-08-08,BAWANG PUTIH,CISOKA,35000
2024-08-08,BAWANG PUTIH,SEPATAN,35000
2024-08-08,BERAS IR 64 KW I,CISOKA,14000
2024-08-08,BERAS IR 64 KW I,SEPATAN,13500
2024-08-08,BERAS IR 64 KW II,CISOKA,13000
2024-08-08,BERAS IR 64 KW II,SEPATAN,12500
2024-08-08,BERAS SPHP,CISOKA,12500
2024-08-08,BERAS SPHP,SEPATAN,12500
2024-08-08,MINYAK GORENG CURAH,CISOKA,15000
2024-08-08,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-08,DAGING AYAM (FILLET),CISOKA,40000
2024-08-08,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-08,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-08,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-08,DAGING SAPI MURNI,CISOKA,120000
2024-08-08,DAGING SAPI MURNI,SEPATAN,120000
2024-08-08,GULA PASIR LOKAL,CISOKA,18000
2024-08-08,GULA PASIR LOKAL,SEPATAN,18000
2024-08-08,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-08,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-08,CABE MERAH BESAR,CISOKA,40000
2024-08-08,CABE MERAH BESAR,SEPATAN,40000
2024-08-08,CABE MERAH KERITING,CISOKA,45000
2024-08-08,CABE MERAH KERITING,SEPATAN,45000
2024-08-08,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-08,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-08,CABE RAWIT HIJAU,CISOKA,39000
2024-08-08,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-08,CABE RAWIT MERAH,CISOKA,70000
2024-08-08,CABE RAWIT MERAH,SEPATAN,65000
2024-08-08,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-08,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-08,TELUR AYAM BOILLER,CISOKA,28000
2024-08-08,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-08,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-08,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-09,AYAM KAMPUNG,CISOKA,66000
2024-08-09,AYAM KAMPUNG,SEPATAN,70000
2024-08-09,BAWANG MERAH,CISOKA,22000
2024-08-09,BAWANG MERAH,SEPATAN,22000
2024-08-09,BAWANG PUTIH,CISOKA,35000
2024-08-09,BAWANG PUTIH,SEPATAN,35000
2024-08-09,BERAS IR 64 KW I,CISOKA,14000
2024-08-09,BERAS IR 64 KW I,SEPATAN,13500
2024-08-09,BERAS IR 64 KW II,CISOKA,13000
2024-08-09,BERAS IR 64 KW II,SEPATAN,12500
2024-08-09,BERAS SPHP,CISOKA,12500
2024-08-09,BERAS SPHP,SEPATAN,12500
2024-08-09,MINYAK GORENG CURAH,CISOKA,15000
2024-08-09,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-09,DAGING AYAM (FILLET),CISOKA,40000
2024-08-09,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-09,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-09,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-09,DAGING SAPI MURNI,CISOKA,120000
2024-08-09,DAGING SAPI MURNI,SEPATAN,120000
2024-08-09,GULA PASIR LOKAL,CISOKA,18000
2024-08-09,GULA PASIR LOKAL,SEPATAN,18000
2024-08-09,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-09,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-09,CABE MERAH BESAR,CISOKA,40000
2024-08-09,CABE MERAH BESAR,SEPATAN,40000
2024-08-09,CABE MERAH KERITING,CISOKA,45000
2024-08-09,CABE MERAH KERITING,SEPATAN,45000
2024-08-09,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-09,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-09,CABE RAWIT HIJAU,CISOKA,39000
2024-08-09,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-09,CABE RAWIT MERAH,CISOKA,70000
2024-08-09,CABE RAWIT MERAH,SEPATAN,65000
2024-08-09,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-09,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-09,TELUR AYAM BOILLER,CISOKA,28000
2024-08-09,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-09,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-09,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-12,AYAM KAMPUNG,CISOKA,66000
2024-08-12,AYAM KAMPUNG,SEPATAN,70000
2024-08-12,BAWANG MERAH,CISOKA,22000
2024-08-12,BAWANG MERAH,SEPATAN,22000
2024-08-12,BAWANG PUTIH,CISOKA,35000
2024-08-12,BAWANG PUTIH,SEPATAN,35000
2024-08-12,BERAS IR 64 KW I,CISOKA,13500
2024-08-12,BERAS IR 64 KW I,SEPATAN,13500
2024-08-12,BERAS IR 64 KW II,CISOKA,13000
2024-08-12,BERAS IR 64 KW II,SEPATAN,12500
2024-08-12,BERAS SPHP,CISOKA,12500
2024-08-12,BERAS SPHP,SEPATAN,12500
2024-08-12,MINYAK GORENG CURAH,CISOKA,15000
2024-08-12,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-12,DAGING AYAM (FILLET),CISOKA,40000
2024-08-12,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-12,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-12,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-12,DAGING SAPI MURNI,CISOKA,120000
2024-08-12,DAGING SAPI MURNI,SEPATAN,120000
2024-08-12,GULA PASIR LOKAL,CISOKA,18000
2024-08-12,GULA PASIR LOKAL,SEPATAN,18000
2024-08-12,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-12,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-12,CABE MERAH BESAR,CISOKA,38000
2024-08-12,CABE MERAH BESAR,SEPATAN,39000
2024-08-12,CABE MERAH KERITING,CISOKA,45000
2024-08-12,CABE MERAH KERITING,SEPATAN,40000
2024-08-12,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-12,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-12,CABE RAWIT HIJAU,CISOKA,39000
2024-08-12,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-12,CABE RAWIT MERAH,CISOKA,65000
2024-08-12,CABE RAWIT MERAH,SEPATAN,60000
2024-08-12,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-12,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-12,TELUR AYAM BOILLER,CISOKA,28000
2024-08-12,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-12,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-12,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-13,AYAM KAMPUNG,CISOKA,66000
2024-08-13,AYAM KAMPUNG,SEPATAN,70000
2024-08-13,BAWANG MERAH,CISOKA,22000
2024-08-13,BAWANG MERAH,SEPATAN,22000
2024-08-13,BAWANG PUTIH,CISOKA,35000
2024-08-13,BAWANG PUTIH,SEPATAN,35000
2024-08-13,BERAS IR 64 KW I,CISOKA,13500
2024-08-13,BERAS IR 64 KW I,SEPATAN,13500
2024-08-13,BERAS IR 64 KW II,CISOKA,13000
2024-08-13,BERAS IR 64 KW II,SEPATAN,12500
2024-08-13,BERAS SPHP,CISOKA,12500
2024-08-13,BERAS SPHP,SEPATAN,12500
2024-08-13,MINYAK GORENG CURAH,CISOKA,15000
2024-08-13,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-13,DAGING AYAM (FILLET),CISOKA,40000
2024-08-13,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-13,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-13,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-13,DAGING SAPI MURNI,CISOKA,120000
2024-08-13,DAGING SAPI MURNI,SEPATAN,120000
2024-08-13,GULA PASIR LOKAL,CISOKA,18000
2024-08-13,GULA PASIR LOKAL,SEPATAN,18000
2024-08-13,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-13,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-13,CABE MERAH BESAR,CISOKA,38000
2024-08-13,CABE MERAH BESAR,SEPATAN,39000
2024-08-13,CABE MERAH KERITING,CISOKA,45000
2024-08-13,CABE MERAH KERITING,SEPATAN,40000
2024-08-13,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-13,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-13,CABE RAWIT HIJAU,CISOKA,39000
2024-08-13,CABE RAWIT HIJAU,SEPATAN,40000
2024-08-13,CABE RAWIT MERAH,CISOKA,65000
2024-08-13,CABE RAWIT MERAH,SEPATAN,60000
2024-08-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-13,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-13,TELUR AYAM BOILLER,CISOKA,28000
2024-08-13,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-13,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-13,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-14,AYAM KAMPUNG,CISOKA,68000
2024-08-14,AYAM KAMPUNG,SEPATAN,70000
2024-08-14,BAWANG MERAH,CISOKA,22000
2024-08-14,BAWANG MERAH,SEPATAN,22000
2024-08-14,BAWANG PUTIH,CISOKA,32000
2024-08-14,BAWANG PUTIH,SEPATAN,34000
2024-08-14,BERAS IR 64 KW I,CISOKA,13500
2024-08-14,BERAS IR 64 KW I,SEPATAN,13500
2024-08-14,BERAS IR 64 KW II,CISOKA,13000
2024-08-14,BERAS IR 64 KW II,SEPATAN,12500
2024-08-14,BERAS SPHP,CISOKA,12500
2024-08-14,BERAS SPHP,SEPATAN,12500
2024-08-14,MINYAK GORENG CURAH,CISOKA,15000
2024-08-14,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-14,DAGING AYAM (FILLET),CISOKA,40000
2024-08-14,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-14,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-14,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-14,DAGING SAPI MURNI,CISOKA,120000
2024-08-14,DAGING SAPI MURNI,SEPATAN,120000
2024-08-14,GULA PASIR LOKAL,CISOKA,18000
2024-08-14,GULA PASIR LOKAL,SEPATAN,18000
2024-08-14,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-14,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-14,CABE MERAH BESAR,CISOKA,38000
2024-08-14,CABE MERAH BESAR,SEPATAN,38500
2024-08-14,CABE MERAH KERITING,CISOKA,44000
2024-08-14,CABE MERAH KERITING,SEPATAN,43000
2024-08-14,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-14,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-14,CABE RAWIT HIJAU,CISOKA,36000
2024-08-14,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-14,CABE RAWIT MERAH,CISOKA,60000
2024-08-14,CABE RAWIT MERAH,SEPATAN,60000
2024-08-14,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-14,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-14,TELUR AYAM BOILLER,CISOKA,27000
2024-08-14,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-14,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-14,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-15,AYAM KAMPUNG,CISOKA,68000
2024-08-15,AYAM KAMPUNG,SEPATAN,70000
2024-08-15,BAWANG MERAH,CISOKA,22000
2024-08-15,BAWANG MERAH,SEPATAN,22000
2024-08-15,BAWANG PUTIH,CISOKA,32000
2024-08-15,BAWANG PUTIH,SEPATAN,34000
2024-08-15,BERAS IR 64 KW I,CISOKA,13500
2024-08-15,BERAS IR 64 KW I,SEPATAN,13500
2024-08-15,BERAS IR 64 KW II,CISOKA,13000
2024-08-15,BERAS IR 64 KW II,SEPATAN,12500
2024-08-15,BERAS SPHP,CISOKA,12500
2024-08-15,BERAS SPHP,SEPATAN,12500
2024-08-15,MINYAK GORENG CURAH,CISOKA,15000
2024-08-15,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-15,DAGING AYAM (FILLET),CISOKA,40000
2024-08-15,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-15,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-15,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-15,DAGING SAPI MURNI,CISOKA,120000
2024-08-15,DAGING SAPI MURNI,SEPATAN,120000
2024-08-15,GULA PASIR LOKAL,CISOKA,18000
2024-08-15,GULA PASIR LOKAL,SEPATAN,18000
2024-08-15,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-15,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-15,CABE MERAH BESAR,CISOKA,38000
2024-08-15,CABE MERAH BESAR,SEPATAN,38500
2024-08-15,CABE MERAH KERITING,CISOKA,44000
2024-08-15,CABE MERAH KERITING,SEPATAN,43000
2024-08-15,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-15,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-15,CABE RAWIT HIJAU,CISOKA,36000
2024-08-15,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-15,CABE RAWIT MERAH,CISOKA,60000
2024-08-15,CABE RAWIT MERAH,SEPATAN,60000
2024-08-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-15,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-15,TELUR AYAM BOILLER,CISOKA,27000
2024-08-15,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-15,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-15,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-16,AYAM KAMPUNG,CISOKA,68000
2024-08-16,AYAM KAMPUNG,SEPATAN,70000
2024-08-16,BAWANG MERAH,CISOKA,21000
2024-08-16,BAWANG MERAH,SEPATAN,22000
2024-08-16,BAWANG PUTIH,CISOKA,33000
2024-08-16,BAWANG PUTIH,SEPATAN,34000
2024-08-16,BERAS IR 64 KW I,CISOKA,13500
2024-08-16,BERAS IR 64 KW I,SEPATAN,13500
2024-08-16,BERAS IR 64 KW II,CISOKA,13000
2024-08-16,BERAS IR 64 KW II,SEPATAN,12500
2024-08-16,BERAS SPHP,CISOKA,12500
2024-08-16,BERAS SPHP,SEPATAN,12500
2024-08-16,MINYAK GORENG CURAH,CISOKA,15000
2024-08-16,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-16,DAGING AYAM (FILLET),CISOKA,40000
2024-08-16,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-16,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-16,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-16,DAGING SAPI MURNI,CISOKA,120000
2024-08-16,DAGING SAPI MURNI,SEPATAN,120000
2024-08-16,GULA PASIR LOKAL,CISOKA,18000
2024-08-16,GULA PASIR LOKAL,SEPATAN,18000
2024-08-16,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-16,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-16,CABE MERAH BESAR,CISOKA,38000
2024-08-16,CABE MERAH BESAR,SEPATAN,38500
2024-08-16,CABE MERAH KERITING,CISOKA,42000
2024-08-16,CABE MERAH KERITING,SEPATAN,43000
2024-08-16,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-16,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-16,CABE RAWIT HIJAU,CISOKA,36000
2024-08-16,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-16,CABE RAWIT MERAH,CISOKA,60000
2024-08-16,CABE RAWIT MERAH,SEPATAN,60000
2024-08-16,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-16,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-16,TELUR AYAM BOILLER,CISOKA,27000
2024-08-16,TELUR AYAM BOILLER,SEPATAN,28000
2024-08-16,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-16,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-19,AYAM KAMPUNG,CISOKA,68000
2024-08-19,AYAM KAMPUNG,SEPATAN,70000
2024-08-19,BAWANG MERAH,CISOKA,21000
2024-08-19,BAWANG MERAH,SEPATAN,21000
2024-08-19,BAWANG PUTIH,CISOKA,33000
2024-08-19,BAWANG PUTIH,SEPATAN,33000
2024-08-19,BERAS IR 64 KW I,CISOKA,13500
2024-08-19,BERAS IR 64 KW I,SEPATAN,13500
2024-08-19,BERAS IR 64 KW II,CISOKA,13000
2024-08-19,BERAS IR 64 KW II,SEPATAN,12500
2024-08-19,BERAS SPHP,CISOKA,12500
2024-08-19,BERAS SPHP,SEPATAN,12500
2024-08-19,MINYAK GORENG CURAH,CISOKA,15000
2024-08-19,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-19,DAGING AYAM (FILLET),CISOKA,40000
2024-08-19,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-19,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-19,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-19,DAGING SAPI MURNI,CISOKA,120000
2024-08-19,DAGING SAPI MURNI,SEPATAN,110000
2024-08-19,GULA PASIR LOKAL,CISOKA,18000
2024-08-19,GULA PASIR LOKAL,SEPATAN,18000
2024-08-19,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-19,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-19,CABE MERAH BESAR,CISOKA,38000
2024-08-19,CABE MERAH BESAR,SEPATAN,38000
2024-08-19,CABE MERAH KERITING,CISOKA,40000
2024-08-19,CABE MERAH KERITING,SEPATAN,35000
2024-08-19,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-19,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-19,CABE RAWIT HIJAU,CISOKA,36000
2024-08-19,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-19,CABE RAWIT MERAH,CISOKA,55000
2024-08-19,CABE RAWIT MERAH,SEPATAN,45000
2024-08-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-19,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-19,TELUR AYAM BOILLER,CISOKA,27000
2024-08-19,TELUR AYAM BOILLER,SEPATAN,26000
2024-08-19,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-19,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-20,AYAM KAMPUNG,CISOKA,68000
2024-08-20,AYAM KAMPUNG,SEPATAN,70000
2024-08-20,BAWANG MERAH,CISOKA,21000
2024-08-20,BAWANG MERAH,SEPATAN,21000
2024-08-20,BAWANG PUTIH,CISOKA,33000
2024-08-20,BAWANG PUTIH,SEPATAN,33000
2024-08-20,BERAS IR 64 KW I,CISOKA,13500
2024-08-20,BERAS IR 64 KW I,SEPATAN,13500
2024-08-20,BERAS IR 64 KW II,CISOKA,13000
2024-08-20,BERAS IR 64 KW II,SEPATAN,12500
2024-08-20,BERAS SPHP,CISOKA,12500
2024-08-20,BERAS SPHP,SEPATAN,12500
2024-08-20,MINYAK GORENG CURAH,CISOKA,15000
2024-08-20,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-20,DAGING AYAM (FILLET),CISOKA,40000
2024-08-20,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-20,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-20,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-20,DAGING SAPI MURNI,CISOKA,120000
2024-08-20,DAGING SAPI MURNI,SEPATAN,110000
2024-08-20,GULA PASIR LOKAL,CISOKA,18000
2024-08-20,GULA PASIR LOKAL,SEPATAN,18000
2024-08-20,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-20,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-20,CABE MERAH BESAR,CISOKA,38000
2024-08-20,CABE MERAH BESAR,SEPATAN,38000
2024-08-20,CABE MERAH KERITING,CISOKA,40000
2024-08-20,CABE MERAH KERITING,SEPATAN,35000
2024-08-20,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-20,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-20,CABE RAWIT HIJAU,CISOKA,36000
2024-08-20,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-20,CABE RAWIT MERAH,CISOKA,55000
2024-08-20,CABE RAWIT MERAH,SEPATAN,45000
2024-08-20,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-20,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-20,TELUR AYAM BOILLER,CISOKA,27000
2024-08-20,TELUR AYAM BOILLER,SEPATAN,26000
2024-08-20,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-20,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-21,AYAM KAMPUNG,CISOKA,68000
2024-08-21,AYAM KAMPUNG,SEPATAN,70000
2024-08-21,BAWANG MERAH,CISOKA,20000
2024-08-21,BAWANG MERAH,SEPATAN,21000
2024-08-21,BAWANG PUTIH,CISOKA,33000
2024-08-21,BAWANG PUTIH,SEPATAN,33000
2024-08-21,BERAS IR 64 KW I,CISOKA,13500
2024-08-21,BERAS IR 64 KW I,SEPATAN,13500
2024-08-21,BERAS IR 64 KW II,CISOKA,13000
2024-08-21,BERAS IR 64 KW II,SEPATAN,12500
2024-08-21,BERAS SPHP,CISOKA,12500
2024-08-21,BERAS SPHP,SEPATAN,12500
2024-08-21,MINYAK GORENG CURAH,CISOKA,15000
2024-08-21,MINYAK GORENG CURAH,SEPATAN,15000
2024-08-21,DAGING AYAM (FILLET),CISOKA,40000
2024-08-21,DAGING AYAM (FILLET),SEPATAN,40000
2024-08-21,DAGING AYAM RAS BOILLER,CISOKA,35000
2024-08-21,DAGING AYAM RAS BOILLER,SEPATAN,35000
2024-08-21,DAGING SAPI MURNI,CISOKA,120000
2024-08-21,DAGING SAPI MURNI,SEPATAN,110000
2024-08-21,GULA PASIR LOKAL,CISOKA,18000
2024-08-21,GULA PASIR LOKAL,SEPATAN,18000
2024-08-21,MINYAK GORENG KEMASAN,CISOKA,17000
2024-08-21,MINYAK GORENG KEMASAN,SEPATAN,18000
2024-08-21,CABE MERAH BESAR,CISOKA,38000
2024-08-21,CABE MERAH BESAR,SEPATAN,38000
2024-08-21,CABE MERAH KERITING,CISOKA,40000
2024-08-21,CABE MERAH KERITING,SEPATAN,35000
2024-08-21,MINYAK GORENG MINYAK KITA,CISOKA,16500
2024-08-21,MINYAK GORENG MINYAK KITA,SEPATAN,16000
2024-08-21,CABE RAWIT HIJAU,CISOKA,36000
2024-08-21,CABE RAWIT HIJAU,SEPATAN,35000
2024-08-21,CABE RAWIT MERAH,CISOKA,55000
2024-08-21,CABE RAWIT MERAH,SEPATAN,45000
2024-08-21,TEPUNG SEGITIGA BIRU (KW MEDIUM),CISOKA,12000
2024-08-21,TEPUNG SEGITIGA BIRU (KW MEDIUM),SEPATAN,12000
2024-08-21,TELUR AYAM BOILLER,CISOKA,27000
2024-08-21,TELUR AYAM BOILLER,SEPATAN,26000
2024-08-21,TELUR AYAM KAMPUNG,CISOKA,3000
2024-08-21,TELUR AYAM KAMPUNG,SEPATAN,3000
2024-08-22,AYAM KAMPUNG,CISOKA,68000
2024-08-22,AYAM KAMPUNG,SEPATAN,70000
2024-08-22,BAWANG MERAH,CISOKA,20000
2024-08-22,BAWANG MERAH,SEPATAN,21000
2024-08-22,BAWANG PUTIH,CISOKA,33000
2024-08-22,BAWANG PUTIH,SEPATAN,33000
